trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
362,False,"{'a': 0.5, 'e': 0.07162310572917044}",30,18,20.326737047543453,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.17084230974765666}",35,15,-8.943213015332283,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
364,False,"{'a': 0.5, 'e': 0.26835451388009673}",20,10,-80.19096586329321,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 2}",1
365,False,"{'a': 0.5, 'e': 0.36318540841606234}",25,0,-27.85429069412981,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
366,False,"{'a': 0.5, 'e': 0.45438747440426913}",20,1,20.881475114160285,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.5410494509487578}",25,2,-55.45402951803053,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 1}",1
368,False,"{'a': 0.5, 'e': 0.6223054402265364}",20,0,-30.58248886474682,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
369,False,"{'a': 0.5, 'e': 0.6973435592523954}",20,13,-15.686620552654663,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.7654140519453434}",25,0,-68.88312443274562,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.8258367804435}",30,0,-69.56510085710828,"{0: 22, 1: 4, 2: 2, 3: 1, 4: 1}",0
372,False,"{'a': 0.5, 'e': 0.8780080208168103}",25,0,-70.39994199637538,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
373,False,"{'a': 0.5, 'e': 0.9214064952769834}",20,0,-47.44929840411782,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
374,False,"{'a': 0.5, 'e': 0.9555985806128394}",20,2,-144.8775527929881,"{0: 9, 1: 1, 2: 5, 3: 1, 4: 2}",1
375,False,"{'a': 0.5, 'e': 0.9802426408101081}",30,0,-173.07099342712215,"{0: 16, 1: 2, 2: 10, 3: 0, 4: 2}",0
376,False,"{'a': 0.5, 'e': 0.9950924405655388}",20,0,-124.80598573319601,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
377,False,"{'a': 0.5, 'e': 0.9999996055886664}",20,0,-77.2386135934853,"{0: 11, 1: 5, 2: 2, 3: 2, 4: 0}",0
378,False,"{'a': 0.5, 'e': 0.994915105108673}",25,3,-37.99767327007481,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
379,False,"{'a': 0.5, 'e': 0.9798897417736435}",20,0,-54.3429388830387,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
380,False,"{'a': 0.5, 'e': 0.9550736440472949}",30,0,-36.42905570778919,"{0: 23, 1: 3, 2: 4, 3: 0, 4: 0}",0
381,False,"{'a': 0.5, 'e': 0.920714766174998}",20,0,-114.26825859165311,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
382,False,"{'a': 0.5, 'e': 0.8771564107069181}",30,0,-77.62485750832893,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
383,False,"{'a': 0.5, 'e': 0.824833798332414}",25,0,-124.8896080534908,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
384,False,"{'a': 0.5, 'e': 0.7642697192987757}",20,0,-21.53709264005093,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
385,False,"{'a': 0.5, 'e': 0.6960693098638897}",25,0,-30.759460553485777,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
386,False,"{'a': 0.5, 'e': 0.6209140059747617}",25,0,-83.60013868736206,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
387,False,"{'a': 0.5, 'e': 0.5395547345848157}",25,0,-116.51881467025035,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
388,False,"{'a': 0.5, 'e': 0.4528044106399808}",20,3,0.9420998030548482,"{0: 13, 1: 4, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.36152981470126916}",30,7,-12.788391790855812,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.26664293235993725}",20,0,13.116949051723997,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
391,False,"{'a': 0.5, 'e': 0.16909184197889304}",20,12,15.988548806033545,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.0698512418071273}",30,16,-16.037449943647164,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
393,False,"{'a': 0.5, 'e': 0.030087288883024584}",20,11,16.740222878159457,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.12972519732819268}",25,5,11.063302021697687,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.22806693448309956}",30,10,-7.617085698441369,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
396,False,"{'a': 0.5, 'e': 0.3241299022175636}",25,18,1.4906522381163951,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.41695427111217037}",30,8,-31.96756836270394,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
398,False,"{'a': 0.5, 'e': 0.5056125707565817}",20,14,12.6580242061206,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.5892189567272881}",30,17,3.581142781756732,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.6669380616522619}",35,0,-69.3464017685068,"{0: 25, 1: 4, 2: 4, 3: 2, 4: 0}",0
401,False,"{'a': 0.5, 'e': 0.737993341925624}",25,0,-66.75644188420975,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
402,False,"{'a': 0.5, 'e': 0.8016748366746302}",25,9,-80.2175808441934,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 1}",1
403,False,"{'a': 0.5, 'e': 0.857346261454052}",20,0,-22.861025783441278,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
404,False,"{'a': 0.5, 'e': 0.9044513657900196}",25,7,-61.01897014732947,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
405,False,"{'a': 0.5, 'e': 0.9425194910508831}",25,10,-49.0500001247907,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
406,False,"{'a': 0.5, 'e': 0.9711702731126902}",25,8,-74.53076099186643,"{0: 11, 1: 0, 2: 3, 3: 3, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.990117442831766}",30,0,-147.4710418967381,"{0: 17, 1: 3, 2: 7, 3: 2, 4: 1}",0
408,False,"{'a': 0.5, 'e': 0.9991716863513789}",25,0,-62.825395431196725,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
409,False,"{'a': 0.5, 'e': 0.9982425366632159}",30,0,-166.28165130999685,"{0: 16, 1: 2, 2: 10, 3: 0, 4: 2}",0
410,False,"{'a': 0.5, 'e': 0.9873392775238264}",20,0,-62.95463546829807,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
411,False,"{'a': 0.5, 'e': 0.9665708506943913}",20,0,-122.93729485471894,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
412,False,"{'a': 0.5, 'e': 0.9361447674306613}",25,0,-59.09729574635862,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
413,False,"{'a': 0.5, 'e': 0.896365035099082}",20,0,10.788572450229838,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
414,False,"{'a': 0.5, 'e': 0.8476291196356791}",20,0,-40.21390223595792,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
415,False,"{'a': 0.5, 'e': 0.7904239741978156}",25,0,-107.72664096317015,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
416,False,"{'a': 0.5, 'e': 0.7253211736891915}",25,0,-74.90445950276657,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
417,False,"{'a': 0.5, 'e': 0.652971203772368}",25,1,-134.86755141180484,"{0: 14, 1: 1, 2: 5, 3: 3, 4: 1}",1
418,False,"{'a': 0.5, 'e': 0.5740969614310336}",25,5,-46.30234155600021,"{0: 16, 1: 0, 2: 1, 3: 3, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.4894865320223051}",25,0,-170.70788818007978,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
420,False,"{'a': 0.5, 'e': 0.39998531498835127}",25,0,-30.454594522855736,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
421,False,"{'a': 0.5, 'e': 0.306487576904594}",30,15,6.481400749108015,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.20992751626372916}",20,8,-0.8542946103633657,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.11126992927316799}",25,14,6.42134359460567,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.011500569930257757}",25,19,11.325539363186223,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.08838369930580554}",25,18,13.584316308049091,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.187384867834179}",20,10,20.17223217401024,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.2845137487043553}",20,3,14.636993344402368,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.37879986224521894}",20,0,-9.439975721123524,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.4693011327771151}",30,0,-95.80740440804959,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
430,False,"{'a': 0.5, 'e': 0.5551133015206257}",20,15,9.056588711849209,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.6353789616514094}",20,3,-31.60026269496266,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.7092961252257328}",25,8,-39.63968979504608,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
433,False,"{'a': 0.5, 'e': 0.7761262363789271}",20,9,-32.74715900381999,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
434,False,"{'a': 0.5, 'e': 0.835201550731447}",20,0,-191.11458858918826,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
435,False,"{'a': 0.5, 'e': 0.8859318072699817}",25,3,-121.1880596198141,"{0: 12, 1: 0, 2: 8, 3: 1, 4: 1}",1
436,False,"{'a': 0.5, 'e': 0.9278101260403985}",25,0,-154.99828012997588,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
437,False,"{'a': 0.5, 'e': 0.9604180727246712}",30,0,-108.54251759904035,"{0: 20, 1: 3, 2: 4, 3: 2, 4: 1}",0
438,False,"{'a': 0.5, 'e': 0.9834298394982847}",25,0,-194.20615738215372,"{0: 13, 1: 1, 2: 6, 3: 3, 4: 2}",0
439,False,"{'a': 0.5, 'e': 0.9966155003943157}",20,0,-221.90612277691395,"{0: 8, 1: 2, 2: 6, 3: 0, 4: 4}",0
440,False,"{'a': 0.5, 'e': 0.9998433086476912}",20,0,-158.6087021207632,"{0: 9, 1: 4, 2: 3, 3: 2, 4: 2}",0
441,False,"{'a': 0.5, 'e': 0.9930810130653156}",25,0,-104.6039411444312,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
442,False,"{'a': 0.5, 'e': 0.9763961802693296}",20,0,-156.09378947290287,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
443,False,"{'a': 0.5, 'e': 0.9499555195937583}",25,0,-175.36050119001337,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
444,False,"{'a': 0.5, 'e': 0.9140232173799515}",20,0,-91.90600318378006,"{0: 12, 1: 2, 2: 3, 3: 3, 4: 0}",0
445,False,"{'a': 0.5, 'e': 0.8689582973139933}",25,0,-129.8793679877293,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
446,False,"{'a': 0.5, 'e': 0.8152110331806943}",20,0,-71.29381251929561,"{0: 9, 1: 6, 2: 5, 3: 0, 4: 0}",0
447,False,"{'a': 0.5, 'e': 0.7533184498767937}",25,3,-30.635787553927322,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.6838989576356965}",25,0,-70.60136027390959,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
449,False,"{'a': 0.5, 'e': 0.6076461730768422}",30,0,-49.928902894408445,"{0: 22, 1: 3, 2: 4, 3: 1, 4: 0}",0
450,False,"{'a': 0.5, 'e': 0.5253219888177297}",25,6,8.158806791413772,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.43774896089470705}",25,9,-6.734744436913529,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.3458020900549924}",20,7,14.090854418915267,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.2504000790384217}",25,7,24.298685749263534,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.15249615320336046}",25,13,19.804797897985193,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.05306853621402457}",25,5,32.43276511741172,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.046889324047043116}",20,7,0.9478595301991299,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.14637868168178253}",20,12,-8.84120088283475,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.2444054719155166}",30,9,39.176860937741615,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.33999024346357853}",35,17,13.58453796011089,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.4321779448847783}",30,8,10.372407014876543,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.5200474671397309}",20,12,5.4614847890564855,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.6027208470078607}",30,14,0.8749507946755053,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.6793720394057109}",25,5,-44.03948901123084,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.749235170956358}",20,0,-45.340673746023725,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
465,False,"{'a': 0.5, 'e': 0.8116121923430246}",20,0,-52.81319508967789,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
466,False,"{'a': 0.5, 'e': 0.8658798529871259}",20,0,-110.48879510118354,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
467,False,"{'a': 0.5, 'e': 0.9114959283620049}",20,0,-77.83042856930602,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
468,False,"{'a': 0.5, 'e': 0.9480046377211855}",30,0,-115.82457544355148,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
469,False,"{'a': 0.5, 'e': 0.9750411981089256}",35,0,-247.1844180643908,"{0: 21, 1: 4, 2: 3, 3: 3, 4: 4}",0
470,False,"{'a': 0.5, 'e': 0.9923354691509287}",25,0,-60.634039299681554,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
471,False,"{'a': 0.5, 'e': 0.9997146522076715}",20,0,-56.10904960275627,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
472,False,"{'a': 0.5, 'e': 0.9971050169212831}",20,0,-106.62014178888758,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
473,False,"{'a': 0.5, 'e': 0.9845326379049143}",25,0,-98.06680149384056,"{0: 14, 1: 4, 2: 4, 3: 3, 4: 0}",0
474,False,"{'a': 0.5, 'e': 0.9621231342138207}",20,0,-199.14116757449247,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 3}",0
475,False,"{'a': 0.5, 'e': 0.9301004142012893}",25,0,-131.95132027794364,"{0: 12, 1: 5, 2: 6, 3: 1, 4: 1}",0
476,False,"{'a': 0.5, 'e': 0.8887844383003768}",25,0,-84.78843133918046,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
477,False,"{'a': 0.5, 'e': 0.8385880220850412}",20,0,-46.05609674901714,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
478,False,"{'a': 0.5, 'e': 0.7800127115533773}",20,11,-11.473640341388567,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.7136437718457938}",30,19,21.9211067232313,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.6401443394691997}",30,3,-28.066127011001512,"{0: 20, 1: 4, 2: 3, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.5602487964562096}",25,0,-59.51628397634109,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
482,False,"{'a': 0.5, 'e': 0.47475543266265885}",30,4,-34.82105862452261,"{0: 21, 1: 0, 2: 4, 3: 1, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.38451846951922397}",20,3,4.747065047651592,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.2904395249332599}",20,7,-42.004436137656675,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
485,False,"{'a': 0.5, 'e': 0.1934586046207122}",25,7,-28.267545118500063,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
486,False,"{'a': 0.5, 'e': 0.09454470987969996}",25,9,32.28122332190935,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.005313844350104288}",20,6,23.665016285152277,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.1051193044036857}",30,11,17.838741330948793,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.20387444711548766}",30,18,23.316926882522505,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.3005925437436371}",20,0,34.937252341898194,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
491,False,"{'a': 0.5, 'e': 0.39430721903739135}",25,14,-38.14316936007547,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
492,False,"{'a': 0.5, 'e': 0.48408210693916126}",25,12,0.5705012244869743,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.5690202064446649}",25,11,-21.174570581574333,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.6482728441404458}",25,1,-79.40134405199656,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 1}",1
495,False,"{'a': 0.5, 'e': 0.7210481538680822}",20,0,0.25331918704217316,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
496,False,"{'a': 0.5, 'e': 0.7866189887891044}",20,8,-2.9447622502536355,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.8443301867958127}",30,0,-123.31790363288745,"{0: 23, 1: 0, 2: 3, 3: 2, 4: 2}",0
498,False,"{'a': 0.5, 'e': 0.8936051166745098}",25,0,-252.3558848041476,"{0: 12, 1: 1, 2: 6, 3: 2, 4: 4}",0
499,False,"{'a': 0.5, 'e': 0.933951439613974}",25,0,-73.746752140081,"{0: 17, 1: 5, 2: 1, 3: 1, 4: 1}",0
500,False,"{'a': 0.5, 'e': 0.9649660284921133}",30,0,-134.98860135708694,"{0: 19, 1: 5, 2: 3, 3: 1, 4: 2}",0
501,False,"{'a': 0.5, 'e': 0.9863389957889219}",20,2,-102.64165793220948,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 2}",1
502,False,"{'a': 0.5, 'e': 0.9978567898801314}",25,0,-211.08447478164157,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 4}",0
503,False,"{'a': 0.5, 'e': 0.9994043287744586}",20,0,-46.735414419507144,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
504,False,"{'a': 0.5, 'e': 0.99096614997482}",25,0,-127.44493595069864,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",1
505,False,"{'a': 0.5, 'e': 0.9726265649744922}",25,0,-39.72652454769954,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
506,False,"{'a': 0.5, 'e': 0.9445688168445349}",20,0,-96.03990592009784,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
507,False,"{'a': 0.5, 'e': 0.9070732493296052}",25,15,15.064288096242542,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.8605145057459257}",30,0,-108.06100009860496,"{0: 22, 1: 3, 2: 2, 3: 1, 4: 2}",0
509,False,"{'a': 0.5, 'e': 0.8053577856691099}",20,0,-46.8568345174417,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
510,False,"{'a': 0.5, 'e': 0.7421541968137826}",25,3,-149.1925746246963,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 3}",1
511,False,"{'a': 0.5, 'e': 0.6715352485474484}",25,0,-11.501479715070186,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
512,False,"{'a': 0.5, 'e': 0.5942065420576682}",30,0,-140.652718952554,"{0: 18, 1: 0, 2: 10, 3: 1, 4: 1}",0
513,False,"{'a': 0.5, 'e': 0.510940720218216}",20,5,15.547094028520668,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.4225697475968902}",20,4,-24.237297190469615,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
515,False,"{'a': 0.5, 'e': 0.32997659774057014}",25,6,-2.918296106645805,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.23408643079538105}",25,13,22.590589104058168,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.1358573496123707}",25,16,19.214653006358784,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.03627082670050258}",20,9,20.67403030064275,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.06367810232221571}",30,19,21.148273374673465,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.16299078079570548}",25,13,10.621364742816585,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.2606749092650805}",25,13,-15.504396161707051,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.35575446020874757}",20,0,-7.80182457478246,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
523,False,"{'a': 0.5, 'e': 0.44727943018279837}",25,14,22.146016563557822,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.5343353319413849}",20,11,6.8428796046546925,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.616052331690985}",25,0,-79.75369461996455,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
526,False,"{'a': 0.5, 'e': 0.6916139401821607}",25,13,-34.39344683959626,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
527,False,"{'a': 0.5, 'e': 0.7602651708002094}",20,0,-60.904197060485984,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
528,False,"{'a': 0.5, 'e': 0.8213200831418752}",20,0,-61.0031934232122,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
529,False,"{'a': 0.5, 'e': 0.8741686367051108}",25,0,-50.367254817114286,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
530,False,"{'a': 0.5, 'e': 0.9182827862121189}",30,0,-129.9080901091035,"{0: 20, 1: 1, 2: 7, 3: 0, 4: 2}",0
531,False,"{'a': 0.5, 'e': 0.9532217576632306}",35,0,-208.21556788527622,"{0: 23, 1: 2, 2: 5, 3: 1, 4: 4}",0
532,False,"{'a': 0.5, 'e': 0.9786364524049915}",20,0,-225.1554395880074,"{0: 9, 1: 0, 2: 6, 3: 1, 4: 4}",0
533,False,"{'a': 0.5, 'e': 0.9942729352085231}",20,0,-97.50377388393153,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
534,False,"{'a': 0.5, 'e': 0.9999749715063865}",35,23,-21.630333155912517,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.9956855884367365}",20,0,-16.811984640833916,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
536,False,"{'a': 0.5, 'e': 0.9814476440973232}",35,0,-59.892708901016455,"{0: 27, 1: 2, 2: 5, 3: 0, 4: 1}",0
537,False,"{'a': 0.5, 'e': 0.9574033993215472}",30,0,-272.82530469822325,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 5}",0
538,False,"{'a': 0.5, 'e': 0.9237930962552374}",20,0,-40.87425511800398,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
539,False,"{'a': 0.5, 'e': 0.8809525579365433}",35,0,-159.64862325873096,"{0: 24, 1: 1, 2: 7, 3: 0, 4: 3}",0
540,False,"{'a': 0.5, 'e': 0.8293098328631502}",20,0,-94.3952214958915,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
541,False,"{'a': 0.5, 'e': 0.7693809180731687}",35,0,-109.53897430804659,"{0: 26, 1: 2, 2: 5, 3: 0, 4: 2}",0
542,False,"{'a': 0.5, 'e': 0.7017646034733183}",20,0,-47.75258570995469,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
543,False,"{'a': 0.5, 'e': 0.6271364889280987}",20,6,3.1203253529573347,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.5462422338892708}",20,8,-113.58764473800733,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 3}",1
545,False,"{'a': 0.5, 'e': 0.4598901070131037}",25,5,-54.6094143200005,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
