trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
178,False,"{'a': 0.5, 'e': 0.49795620278841546}",20,3,2.076192184766631,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.5820442524021253}",20,2,-50.960020274815555,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
180,False,"{'a': 0.5, 'e': 0.6603167082440802}",20,0,-16.815315573733265,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
181,False,"{'a': 0.5, 'e': 0.7319914978089467}",25,0,-122.78705398824334,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
182,False,"{'a': 0.5, 'e': 0.7963524702919231}",30,0,-136.17280811207252,"{0: 20, 1: 3, 2: 3, 3: 2, 4: 2}",0
183,False,"{'a': 0.5, 'e': 0.8527565521308732}",30,0,-152.0090790234622,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
184,False,"{'a': 0.5, 'e': 0.90064017238477}",25,0,-193.30697634951196,"{0: 14, 1: 0, 2: 7, 3: 1, 4: 3}",0
185,False,"{'a': 0.5, 'e': 0.939524893748256}",20,1,-47.30540457356715,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.9690221929390499}",20,0,-214.3809923903039,"{0: 9, 1: 3, 2: 3, 3: 1, 4: 4}",0
187,False,"{'a': 0.5, 'e': 0.9888373426941459}",20,0,-8.437060561366039,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.9987723565872102}",20,0,-172.1715457783361,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 3}",0
189,False,"{'a': 0.5, 'e': 0.9987279672435014}",30,0,-71.83487144290174,"{0: 25, 1: 1, 2: 0, 3: 3, 4: 1}",0
190,False,"{'a': 0.5, 'e': 0.9887046181866692}",20,0,-76.45358338092352,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
191,False,"{'a': 0.5, 'e': 0.9688024594072101}",25,0,-147.63257133488185,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
192,False,"{'a': 0.5, 'e': 0.9392203466968696}",30,0,-289.5077403393153,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 5}",0
193,False,"{'a': 0.5, 'e': 0.9002538547473045}",20,0,-32.015304131819065,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
194,False,"{'a': 0.5, 'e': 0.8522923238654625}",25,3,-43.87696404915533,"{0: 13, 1: 5, 2: 4, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.7958149698139441}",20,12,-19.17300090327585,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.7313860956454967}",20,5,-96.12067576028734,"{0: 8, 1: 0, 2: 5, 3: 1, 4: 1}",1
197,False,"{'a': 0.5, 'e': 0.6596494533734593}",20,0,-160.7179075809495,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
198,False,"{'a': 0.5, 'e': 0.5813218118144357}",30,7,-60.00062191770309,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 1}",1
199,False,"{'a': 0.5, 'e': 0.4971857948712022}",20,14,-15.224303644329911,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.40808206181339196}",20,9,-18.63630642462278,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.3149009076879342}",20,14,10.383506101600966,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.21857336778525918}",25,9,32.3291240074378,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.12006191504242673}",30,13,27.60894000769948,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.02035084333167943}",25,20,10.06474901257753,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.07956356727854007}",20,7,22.74474702909336,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.17868300502473455}",25,10,11.743653682123448,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.2760171012494705}",20,8,19.37852006508284,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.37059332583764143}",25,4,-86.3211866811377,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 2}",1
209,False,"{'a': 0.5, 'e': 0.46146670441591253}",30,10,-52.31086262624952,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.5477292602242684}",20,7,-55.95647794018986,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
211,False,"{'a': 0.5, 'e': 0.628519086319688}",30,8,-30.374434519503115,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.7030289574653885}",25,0,-133.14329136756862,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
213,False,"{'a': 0.5, 'e': 0.7705143956585688}",20,0,-19.68293650884372,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.8303011087085271}",25,0,-115.23253273725166,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
215,False,"{'a': 0.5, 'e': 0.8817917275413242}",25,0,-157.7147688218279,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
216,False,"{'a': 0.5, 'e': 0.9244717749141217}",35,0,-134.54979984134928,"{0: 21, 1: 3, 2: 9, 3: 1, 4: 1}",0
217,False,"{'a': 0.5, 'e': 0.9579148059017166}",20,0,-53.911319468159455,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.9817866687932767}",20,0,-23.380961419415815,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
219,False,"{'a': 0.5, 'e': 0.9958488438257798}",20,0,-124.77933574953397,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
220,False,"{'a': 0.5, 'e': 0.9999608263946371}",30,5,-154.20663038534667,"{0: 12, 1: 5, 2: 3, 3: 4, 4: 1}",1
221,False,"{'a': 0.5, 'e': 0.9940815309292618}",20,0,-68.97180941151433,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
222,False,"{'a': 0.5, 'e': 0.9782697014065067}",20,1,-31.644422269756724,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.9526833244002685}",25,0,-146.47769846707018,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
224,False,"{'a': 0.5, 'e': 0.9175780505318598}",25,0,-48.91009528332174,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
225,False,"{'a': 0.5, 'e': 0.8733046400935156}",25,0,-101.70692928990431,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
226,False,"{'a': 0.5, 'e': 0.820305458367489}",25,0,-137.12405437360098,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
227,False,"{'a': 0.5, 'e': 0.7591100556583875}",25,0,-61.08977807458206,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
228,False,"{'a': 0.5, 'e': 0.6903298762015725}",25,0,-22.747086268344198,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
229,False,"{'a': 0.5, 'e': 0.6146521488144671}",30,0,-101.89503152756721,"{0: 22, 1: 3, 2: 2, 3: 1, 4: 2}",0
230,False,"{'a': 0.5, 'e': 0.5328330203333975}",30,0,-36.560253317441244,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
231,False,"{'a': 0.5, 'e': 0.44569000044433316}",25,0,-5.138529788238491,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
232,False,"{'a': 0.5, 'e': 0.3540937933963556}",25,18,3.2058170999846403,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.2589595982126113}",25,0,20.260236424099496,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
234,False,"{'a': 0.5, 'e': 0.16123796432418536}",35,8,26.51659810667946,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.061905293994420546}",30,12,18.93695738732231,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.03804591356977048}",20,0,26.600529084644727,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.13761697894187933}",25,6,13.95371136817431,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.2358130209505226}",20,9,9.210823208801637,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.3316528972032528}",25,15,-19.70071804749716,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.424179007336997}",20,0,-38.28235943518168,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
241,False,"{'a': 0.5, 'e': 0.5124668610443709}",25,1,-24.67484144595861,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1
242,False,"{'a': 0.5, 'e': 0.5956343152752115}",25,0,-78.11440359936651,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",1
243,False,"{'a': 0.5, 'e': 0.6728503883183468}",25,0,-10.137044411953632,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
244,False,"{'a': 0.5, 'e': 0.7433435626961754}",30,9,-49.30060465494113,"{0: 13, 1: 4, 2: 3, 3: 1, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.8064094939122546}",25,14,-62.04119607303463,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 1}",1
246,False,"{'a': 0.5, 'e': 0.8614180480287028}",20,10,-16.533902949169605,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.9078195977561968}",20,11,2.1637558968509945,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.9451505141481711}",25,0,-150.13695607975185,"{0: 14, 1: 0, 2: 7, 3: 3, 4: 1}",0
249,False,"{'a': 0.5, 'e': 0.9730377990280002}",20,0,-116.7678253486486,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
250,False,"{'a': 0.5, 'e': 0.9912028118634736}",25,0,-160.14285005392225,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
251,False,"{'a': 0.5, 'e': 0.9994640538508954}",20,0,-201.94591398717148,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 4}",0
252,False,"{'a': 0.5, 'e': 0.9977389813911302}",30,19,-22.593404784871964,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.9860448308379632}",20,0,-163.97032885203373,"{0: 10, 1: 4, 2: 2, 3: 1, 4: 3}",0
254,False,"{'a': 0.5, 'e': 0.9644984462781486}",30,0,-145.56359771618128,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
255,False,"{'a': 0.5, 'e': 0.933315112063922}",25,0,-111.80867137777908,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.8928064017629097}",20,0,-47.48069993032336,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
257,False,"{'a': 0.5, 'e': 0.8433770650180411}",25,0,-237.99613560372768,"{0: 13, 1: 4, 2: 1, 3: 3, 4: 4}",0
258,False,"{'a': 0.5, 'e': 0.7855209834229068}",25,5,-7.319915814694281,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.7198162358201232}",25,0,-70.32049390909782,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
260,False,"{'a': 0.5, 'e': 0.6469193223286404}",30,0,-157.0986866347378,"{0: 20, 1: 1, 2: 4, 3: 3, 4: 2}",0
261,False,"{'a': 0.5, 'e': 0.5675586048115439}",30,0,-32.78696490851562,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
262,False,"{'a': 0.5, 'e': 0.48252702932510166}",30,20,9.887661219099048,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.3926742032638758}",25,0,17.135849188089928,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
264,False,"{'a': 0.5, 'e': 0.2988979063644682}",20,0,-24.764755890141323,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
265,False,"{'a': 0.5, 'e': 0.20213512038718198}",25,0,5.335410489916198,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
266,False,"{'a': 0.5, 'e': 0.10335266710397087}",20,6,25.765303429910013,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.003537548134906392}",25,11,22.74873760657704,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.09631291684576058}",35,18,24.343663101066802,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.19520105499812576}",20,11,17.744637860808158,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.2921388087338362}",20,8,-21.946038890372527,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.38615760806093263}",20,1,15.584812460439345,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.4763180482150184}",25,0,4.155273148516359,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.5617192758811498}",20,0,-136.63037054562616,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
274,False,"{'a': 0.5, 'e': 0.6415079902223857}",20,7,-13.177109164019061,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.7148869687796651}",20,1,-2.080943731299512,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.7811230330551143}",30,0,-210.05591952877037,"{0: 18, 1: 0, 2: 8, 3: 0, 4: 4}",0
277,False,"{'a': 0.5, 'e': 0.8395543741892222}",20,0,-77.96887595828737,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
278,False,"{'a': 0.5, 'e': 0.8895971655362084}",25,0,-149.33132908353824,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 3}",0
279,False,"{'a': 0.5, 'e': 0.9307513960668851}",20,0,-46.1174122349341,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
280,False,"{'a': 0.5, 'e': 0.9626058663135666}",20,0,-45.092772250498406,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
281,False,"{'a': 0.5, 'e': 0.9848422969392383}",20,0,-127.40820391626184,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
282,False,"{'a': 0.5, 'e': 0.9972385088794741}",25,0,-130.59992802093257,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
283,False,"{'a': 0.5, 'e': 0.9996706432822098}",25,0,-144.43743582748175,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
284,False,"{'a': 0.5, 'e': 0.9921143990644502}",30,0,-90.02877587509865,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
285,False,"{'a': 0.5, 'e': 0.9746452757206577}",25,0,-71.81358925819025,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
286,False,"{'a': 0.5, 'e': 0.9474378189567576}",20,0,-137.15083829284356,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
287,False,"{'a': 0.5, 'e': 0.9107638766871459}",20,0,-123.0771070865822,"{0: 8, 1: 1, 2: 9, 3: 2, 4: 0}",0
288,False,"{'a': 0.5, 'e': 0.8649898828201886}",30,0,-181.26848789054273,"{0: 19, 1: 3, 2: 3, 3: 2, 4: 3}",0
289,False,"{'a': 0.5, 'e': 0.8105731959717306}",20,0,-18.0833530884825,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
290,False,"{'a': 0.5, 'e': 0.7480575296890003}",20,2,-55.29067145210575,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.6780675198445586}",20,13,-4.694451958309491,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.6013024834811519}",25,15,-10.445888047524532,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.5185294314669792}",25,0,-14.021915832144284,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
294,False,"{'a': 0.5, 'e': 0.43057540477662676}",30,11,-63.31541103476511,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 2}",1
295,False,"{'a': 0.5, 'e': 0.3383192109710552}",20,0,23.25725090435022,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
296,False,"{'a': 0.5, 'e': 0.24268264344292018}",20,12,12.086913924135263,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.14462127116171977}",25,3,-28.801413711424484,"{0: 18, 1: 0, 2: 2, 3: 2, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.04511489094451135}",20,3,29.20628678154643,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.054842262350017955}",30,16,25.234677178870257,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.15425144988758405}",20,11,16.53318024642941,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.2521194079266271}",20,1,-17.195603560693655,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
302,False,"{'a': 0.5, 'e': 0.34746827218126325}",20,0,-2.276973319839927,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
303,False,"{'a': 0.5, 'e': 0.43934534831800104}",25,9,-29.368354476033627,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
304,False,"{'a': 0.5, 'e': 0.5268326309626121}",25,15,-78.33049223634488,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
305,False,"{'a': 0.5, 'e': 0.6090559761063562}",25,20,9.093082351898204,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.6851938352639869}",25,0,-96.22470162676724,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
307,False,"{'a': 0.5, 'e': 0.7544854641146285}",25,11,-12.919360880126607,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.8162385236075703}",20,0,-54.02801887918051,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
309,False,"{'a': 0.5, 'e': 0.8698359975852109}",30,17,20.41465389540932,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.9147423578045313}",25,5,-71.12270817652607,"{0: 10, 1: 5, 2: 4, 3: 1, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.9505089147582922}",30,0,-154.5892407381522,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
312,False,"{'a': 0.5, 'e': 0.9767783008322618}",20,0,-65.08483555780076,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
313,False,"{'a': 0.5, 'e': 0.9932880410042931}",25,0,-26.483207072420488,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
314,False,"{'a': 0.5, 'e': 0.9998731754079828}",20,0,-110.9508072122298,"{0: 10, 1: 0, 2: 8, 3: 2, 4: 0}",0
315,False,"{'a': 0.5, 'e': 0.9964679075571249}",20,0,-43.70333915965271,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
316,False,"{'a': 0.5, 'e': 0.983106261762453}",25,0,-91.78142226540747,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
317,False,"{'a': 0.5, 'e': 0.9599217431719744}",25,0,-73.72598392917332,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
318,False,"{'a': 0.5, 'e': 0.9271460038316639}",25,3,-65.00090258229693,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.8851065280947882}",20,0,-187.25204303039288,"{0: 10, 1: 0, 2: 6, 3: 1, 4: 3}",0
320,False,"{'a': 0.5, 'e': 0.8342233605065102}",20,0,-57.265087735088954,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
321,False,"{'a': 0.5, 'e': 0.7750049088576295}",25,0,-62.22804862264618,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
322,False,"{'a': 0.5, 'e': 0.7080428643420057}",30,17,-32.650439049032386,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.63400628957373}",25,7,-26.50243251273457,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
324,False,"{'a': 0.5, 'e': 0.553634933534655}",20,0,-72.96415699971413,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
325,False,"{'a': 0.5, 'e': 0.4677318402470736}",20,0,-25.108579429857382,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
326,False,"{'a': 0.5, 'e': 0.37715532502333365}",30,0,-120.44220578863452,"{0: 24, 1: 1, 2: 1, 3: 1, 4: 3}",0
327,False,"{'a': 0.5, 'e': 0.28281039846293554}",25,16,-2.0626300990094504,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.18563972388578434}",20,0,-2.7439815600220188,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
329,False,"{'a': 0.5, 'e': 0.08661419855190752}",20,6,25.7469784172886,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.013276747223059479}",25,11,27.667765549818647,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.1130350361284828}",20,9,19.970913196860188,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.2116639163173255}",20,8,12.545024476635414,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.3081779206211139}",20,15,-1.6196692939293136,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.4016127130121261}",20,0,-55.561253608518015,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
335,False,"{'a': 0.5, 'e': 0.49103472393024045}",30,18,13.414296466480593,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.5755504782013432}",20,0,-80.05855693068554,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
337,False,"{'a': 0.5, 'e': 0.6543155223459516}",30,2,-63.968642250264836,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.7265428620792345}",20,0,-61.30591015106501,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
339,False,"{'a': 0.5, 'e': 0.7915108256977569}",35,4,-97.2988466533555,"{0: 24, 1: 1, 2: 2, 3: 3, 4: 1}",1
340,False,"{'a': 0.5, 'e': 0.8485702747846052}",20,0,-68.70442568783709,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
341,False,"{'a': 0.5, 'e': 0.897151090185845}",25,0,-144.94405892324897,"{0: 15, 1: 4, 2: 2, 3: 2, 4: 2}",0
342,False,"{'a': 0.5, 'e': 0.9367678684526696}",20,0,-119.47268468111585,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
343,False,"{'a': 0.5, 'e': 0.9670247718322027}",20,2,-159.38453808536457,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 3}",1
344,False,"{'a': 0.5, 'e': 0.9876194833474773}",20,0,-153.2260738244869,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
345,False,"{'a': 0.5, 'e': 0.9983462274487422}",20,0,-79.04375735425127,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
346,False,"{'a': 0.5, 'e': 0.9990978260547261}",25,0,-91.48516793203403,"{0: 16, 1: 0, 2: 7, 3: 2, 4: 0}",0
347,False,"{'a': 0.5, 'e': 0.9898667694406034}",25,14,5.494651364484708,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.9707452912726807}",20,0,-38.562738931105194,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
349,False,"{'a': 0.5, 'e': 0.941924447040094}",20,0,-57.228368053591794,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
350,False,"{'a': 0.5, 'e': 0.9036922050915067}",20,0,-66.31133560357006,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
351,False,"{'a': 0.5, 'e': 0.856430569350572}",20,0,-59.65691075594614,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
352,False,"{'a': 0.5, 'e': 0.8006117624589936}",20,12,-52.87882633785594,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
353,False,"{'a': 0.5, 'e': 0.7367935074839876}",35,5,-84.06307854279774,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",1
354,False,"{'a': 0.5, 'e': 0.6656134553337595}",25,1,-61.17553376129799,"{0: 16, 1: 5, 2: 2, 3: 0, 4: 1}",1
355,False,"{'a': 0.5, 'e': 0.587782813560387}",25,0,-25.433034716157305,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
356,False,"{'a': 0.5, 'e': 0.504079240209085}",25,8,15.055141808207898,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.4153390737160569}",25,6,13.949600950300692,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.32244897649130216}",20,10,-2.3019118147622804,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.22633707568091363}",20,0,18.97890915403642,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
360,False,"{'a': 0.5, 'e': 0.12796368962740468}",25,5,-0.33587942960382744,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
361,False,"{'a': 0.5, 'e': 0.02831173268631065}",20,9,20.749927104563742,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
